0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,104487.9979
1,0.3233,-0.7563,0.1821,1.5476,1.2694,1.0365,0.1310,88778.3711
2,0.0922,-0.1392,0.0512,0.4343,0.3441,0.2934,0.1026,80371.1853
3,0.2658,-0.5294,0.1488,1.2637,1.0211,0.8496,0.1905,75861.5764
4,0.1437,-0.1877,0.0795,0.6732,0.5270,0.4561,0.1934,73432.7230
5,0.2374,-0.3842,0.1320,1.1189,0.8876,0.7557,0.2584,72115.1189
6,0.1733,-0.1908,0.0954,0.8069,0.6233,0.5484,0.2779,71391.3578
7,0.2243,-0.2854,0.1239,1.0477,0.8149,0.7109,0.3306,70985.2658
8,0.1911,-0.1726,0.1047,0.8840,0.6729,0.6028,0.3590,70749.3917
9,0.2193,-0.2140,0.1202,1.0151,0.7740,0.6919,0.4050,70604.9760
10,0.2025,-0.1454,0.1104,0.9302,0.6971,0.6366,0.4381,70509.9201
11,0.2185,-0.1596,0.1190,1.0025,0.7499,0.6863,0.4806,70441.6953
12,0.2104,-0.1156,0.1140,0.9594,0.7075,0.6589,0.5162,70388.2223
13,0.2198,-0.1162,0.1189,1.0001,0.7342,0.6875,0.5568,70343.0046
14,0.2163,-0.0862,0.1166,0.9791,0.7101,0.6748,0.5937,70302.5305
15,0.2222,-0.0804,0.1195,1.0027,0.7228,0.6920,0.6333,70264.8866
16,0.2211,-0.0586,0.1185,0.9933,0.7083,0.6870,0.6708,70229.0170
17,0.2250,-0.0502,0.1203,1.0076,0.7134,0.6979,0.7098,70194.3276
18,0.2252,-0.0336,0.1200,1.0043,0.7040,0.6970,0.7477,70160.4745
19,0.2281,-0.0243,0.1213,1.0134,0.7050,0.7044,0.7863,70127.2508
20,0.2289,-0.0110,0.1214,1.0131,0.6981,0.7055,0.8244,70094.5251
21,0.2311,-0.0020,0.1222,1.0194,0.6968,0.7110,0.8628,70062.2092
22,0.2323,0.0090,0.1225,1.0206,0.6912,0.7130,0.9009,70030.2402
23,0.2342,0.0175,0.1232,1.0252,0.6886,0.7174,0.9393,69998.5704
24,0.2355,0.0268,0.1235,1.0271,0.6837,0.7199,0.9774,69967.1621
25,0.2372,0.0345,0.1241,1.0307,0.6803,0.7235,1.0156,69935.9844
26,0.2385,0.0424,0.1245,1.0328,0.6757,0.7261,1.0538,69905.0112
27,0.2401,0.0494,0.1250,1.0358,0.6718,0.7294,1.0919,69874.2205
28,0.2415,0.0562,0.1254,1.0380,0.6673,0.7320,1.1301,69843.5929
29,0.2429,0.0624,0.1258,1.0405,0.6632,0.7349,1.1682,69813.1120
30,0.2443,0.0684,0.1262,1.0426,0.6587,0.7374,1.2063,69782.7631
31,0.2457,0.0739,0.1266,1.0449,0.6545,0.7401,1.2443,69752.5336
32,0.2470,0.0791,0.1270,1.0469,0.6500,0.7425,1.2824,69722.4123
33,0.2483,0.0840,0.1274,1.0489,0.6456,0.7450,1.3204,69692.3895
34,0.2496,0.0886,0.1277,1.0507,0.6411,0.7473,1.3585,69662.4564
35,0.2510,0.0929,0.1281,1.0526,0.6366,0.7496,1.3965,69632.6057
36,0.2522,0.0969,0.1284,1.0543,0.6321,0.7518,1.4345,69602.8307
37,0.2535,0.1007,0.1288,1.0560,0.6276,0.7540,1.4724,69573.1254
38,0.2548,0.1042,0.1291,1.0575,0.6230,0.7561,1.5104,69543.4849
39,0.2560,0.1075,0.1294,1.0591,0.6185,0.7581,1.5483,69513.9044
40,0.2572,0.1107,0.1297,1.0605,0.6139,0.7601,1.5863,69484.3802
41,0.2584,0.1136,0.1301,1.0620,0.6093,0.7621,1.6242,69454.9085
42,0.2596,0.1164,0.1304,1.0633,0.6048,0.7640,1.6621,69425.4864
43,0.2608,0.1190,0.1307,1.0647,0.6002,0.7658,1.7000,69396.1111
44,0.2620,0.1214,0.1310,1.0659,0.5956,0.7676,1.7378,69366.7801
45,0.2632,0.1237,0.1313,1.0672,0.5911,0.7694,1.7757,69337.4913
46,0.2644,0.1258,0.1315,1.0683,0.5865,0.7711,1.8135,69308.2429
47,0.2655,0.1279,0.1318,1.0695,0.5820,0.7728,1.8513,69279.0331
48,0.2667,0.1298,0.1321,1.0706,0.5774,0.7744,1.8892,69249.8605
49,0.2678,0.1315,0.1324,1.0716,0.5729,0.7760,1.9270,69220.7236
50,0.2689,0.1332,0.1327,1.0727,0.5684,0.7776,1.9647,69191.6215
51,0.2701,0.1348,0.1329,1.0737,0.5638,0.7791,2.0025,69162.5529
52,0.2712,0.1363,0.1332,1.0746,0.5593,0.7806,2.0403,69133.5170
53,0.2723,0.1377,0.1335,1.0755,0.5549,0.7820,2.0780,69104.5129
54,0.2734,0.1390,0.1337,1.0764,0.5504,0.7834,2.1157,69075.5399
55,0.2745,0.1403,0.1340,1.0773,0.5459,0.7848,2.1534,69046.5972
56,0.2756,0.1414,0.1342,1.0782,0.5415,0.7862,2.1911,69017.6844
57,0.2766,0.1425,0.1345,1.0790,0.5371,0.7875,2.2288,68988.8008
58,0.2777,0.1436,0.1347,1.0798,0.5327,0.7888,2.2665,68959.9460
59,0.2788,0.1446,0.1349,1.0805,0.5283,0.7901,2.3041,68931.1195
60,0.2798,0.1455,0.1352,1.0813,0.5239,0.7913,2.3418,68902.3208
61,0.2809,0.1464,0.1354,1.0820,0.5196,0.7925,2.3794,68873.5497
62,0.2820,0.1472,0.1357,1.0827,0.5153,0.7937,2.4170,68844.8058
63,0.2830,0.1480,0.1359,1.0834,0.5110,0.7949,2.4546,68816.0887
64,0.2840,0.1487,0.1361,1.0841,0.5067,0.7960,2.4922,68787.3983
65,0.2851,0.1494,0.1364,1.0847,0.5024,0.7971,2.5298,68758.7341
66,0.2861,0.1501,0.1366,1.0853,0.4982,0.7982,2.5674,68730.0961
67,0.2871,0.1507,0.1368,1.0860,0.4939,0.7992,2.6049,68701.4838
68,0.2882,0.1513,0.1370,1.0865,0.4897,0.8003,2.6425,68672.8972
69,0.2892,0.1519,0.1373,1.0871,0.4856,0.8013,2.6800,68644.3361
70,0.2902,0.1524,0.1375,1.0877,0.4814,0.8023,2.7175,68615.8001
71,0.2912,0.1529,0.1377,1.0882,0.4773,0.8032,2.7550,68587.2893
72,0.2922,0.1534,0.1379,1.0887,0.4732,0.8042,2.7925,68558.8033
73,0.2932,0.1538,0.1381,1.0893,0.4691,0.8051,2.8300,68530.3421
74,0.2942,0.1543,0.1383,1.0898,0.4650,0.8060,2.8674,68501.9054
75,0.2952,0.1547,0.1385,1.0902,0.4610,0.8069,2.9049,68473.4932
76,0.2962,0.1551,0.1387,1.0907,0.4570,0.8077,2.9423,68445.1053
77,0.2972,0.1555,0.1390,1.0912,0.4530,0.8086,2.9797,68416.7416
78,0.2982,0.1558,0.1392,1.0916,0.4490,0.8094,3.0171,68388.4019
79,0.2992,0.1562,0.1394,1.0920,0.4451,0.8102,3.0545,68360.0862
80,0.3001,0.1565,0.1396,1.0925,0.4411,0.8110,3.0919,68331.7942
81,0.3011,0.1568,0.1398,1.0929,0.4372,0.8117,3.1293,68303.5259
82,0.3021,0.1571,0.1400,1.0933,0.4333,0.8125,3.1667,68275.2812
83,0.3031,0.1574,0.1402,1.0936,0.4295,0.8132,3.2040,68247.0599
84,0.3040,0.1577,0.1404,1.0940,0.4257,0.8139,3.2413,68218.8620
85,0.3050,0.1579,0.1406,1.0944,0.4218,0.8146,3.2787,68190.6873
86,0.3059,0.1582,0.1408,1.0947,0.4181,0.8152,3.3160,68162.5358
87,0.3069,0.1584,0.1410,1.0951,0.4143,0.8159,3.3533,68134.4074
88,0.3078,0.1586,0.1411,1.0954,0.4106,0.8165,3.3905,68106.3018
89,0.3088,0.1589,0.1413,1.0957,0.4068,0.8171,3.4278,68078.2192
90,0.3097,0.1591,0.1415,1.0960,0.4031,0.8177,3.4651,68050.1593
91,0.3107,0.1593,0.1417,1.0963,0.3995,0.8183,3.5023,68022.1221
92,0.3116,0.1595,0.1419,1.0966,0.3958,0.8189,3.5396,67994.1075
93,0.3126,0.1597,0.1421,1.0969,0.3922,0.8194,3.5768,67966.1154
94,0.3135,0.1599,0.1423,1.0972,0.3886,0.8199,3.6140,67938.1457
95,0.3144,0.1601,0.1425,1.0974,0.3850,0.8204,3.6512,67910.1984
96,0.3153,0.1602,0.1426,1.0977,0.3815,0.8209,3.6884,67882.2733
97,0.3163,0.1604,0.1428,1.0979,0.3779,0.8214,3.7255,67854.3703
98,0.3172,0.1606,0.1430,1.0982,0.3744,0.8219,3.7627,67826.4895
99,0.3181,0.1607,0.1432,1.0984,0.3709,0.8223,3.7998,67798.6307
100,0.3190,0.1609,0.1434,1.0986,0.3674,0.8228,3.8370,67770.7937
101,0.3199,0.1610,0.1435,1.0988,0.3640,0.8232,3.8741,67742.9787
102,0.3209,0.1612,0.1437,1.0990,0.3606,0.8236,3.9112,67715.1854
103,0.3218,0.1613,0.1439,1.0992,0.3571,0.8240,3.9483,67687.4138
104,0.3227,0.1615,0.1441,1.0994,0.3538,0.8243,3.9854,67659.6639
105,0.3236,0.1616,0.1442,1.0996,0.3504,0.8247,4.0225,67631.9355
106,0.3245,0.1617,0.1444,1.0998,0.3470,0.8250,4.0595,67604.2286
107,0.3254,0.1619,0.1446,1.0999,0.3437,0.8254,4.0966,67576.5431
108,0.3263,0.1620,0.1448,1.1001,0.3404,0.8257,4.1336,67548.8790
109,0.3272,0.1621,0.1449,1.1002,0.3371,0.8260,4.1706,67521.2362
110,0.3280,0.1622,0.1451,1.1004,0.3339,0.8263,4.2076,67493.6145
